model_id,event_id,node_type,node_id,timesteps,oscillation_score,direction_changes,peaks_troughs,mean_curvature,normalized_tv,std_dev,value_range,min_value,max_value,rank
1,8,1,9,387,12.600145085870023,51,25,0.02119345454545492,11.044720000000174,0.20975696204087566,0.75,312.25,313.0,1.0
1,8,1,4,387,9.08488077640911,17,5,0.008867948051948446,8.106672295420404,0.27443397806193365,0.9001400000000217,310.3845,311.28464,2.0
1,8,1,12,387,8.88474333590865,15,2,0.01503625974025938,7.272809494396775,0.5020658624161429,1.8132800000000202,295.00772,296.821,3.0
1,8,1,0,387,8.849813904983964,17,2,0.013762363636364579,7.333946989685852,0.46441715043376686,1.667599999999993,292.1361,293.8037,4.0
1,8,1,11,387,8.721657025230485,17,2,0.013847012987013706,7.1878146730953665,0.4620926169749136,1.688259999999957,292.84604,294.5343,5.0
1,8,2,2854,387,12.740650274971403,37,13,0.010227114194399351,11.89619130572492,0.10161998095590986,0.385406494140625,342.86041259765625,343.2458190917969,1.0
1,8,2,563,387,12.362850133515915,31,8,0.008404303216314935,11.69695103172159,0.06314610088685595,0.297271728515625,298.94952392578125,299.2467956542969,2.0
1,8,2,3412,387,11.708430757024926,43,12,0.0029814484831574674,10.975397973950797,0.029607877072693713,0.105438232421875,298.8681640625,298.9736022949219,3.0
1,8,2,2872,387,10.989388506588465,33,11,0.005787559608360389,10.313733638063578,0.08385421411201584,0.29376220703125,342.9525146484375,343.24627685546875,4.0
1,8,2,2960,387,10.944372312460562,43,14,0.006376350700081169,10.139294242504644,0.054107099314725605,0.23004150390625,300.9537658691406,301.1838073730469,5.0
2,62,2,493,159,10.562575828983991,21,6,0.009646105918155444,9.62952302631579,0.036607554487228286,0.12060546875,42.719364166259766,42.839969635009766,1.0
2,62,2,4245,159,8.97539729464812,17,9,0.004382722696681022,8.152858848500928,0.02811471877672142,0.115020751953125,40.64950942993164,40.764530181884766,2.0
2,62,2,4248,159,8.94069656157988,17,9,0.004349556698161507,8.118048199152541,0.028151530994493846,0.115234375,40.64911651611328,40.76435089111328,3.0
2,62,2,4077,159,8.830567996123373,17,5,0.012035904416612533,7.894151436031307,0.0775984655538772,0.292205810546875,40.679779052734375,40.97198486328125,4.0
2,62,2,1112,159,8.525125724551607,26,9,0.02267417178791754,7.153734674663874,0.09588109268452755,0.3606147766113281,53.17205047607422,53.53266525268555,5.0
2,65,1,193,399,14.094594924116718,9,0,0.015389395465994955,2.423380237496279,4.708716485726613,13.863375000000001,28.789911,42.653286,1.0
2,65,1,194,399,13.910148905921552,9,0,0.014577879093198872,2.343104739859541,4.63498375732007,13.844271000000003,28.789911,42.634182,2.0
2,65,1,123,399,13.119141338260752,5,0,0.010850763224181409,1.5330720348586564,5.1793720869584785,12.442475999999996,28.315256,40.757732,3.0
2,65,1,3,399,12.523096122071161,7,0,0.011198166246851462,1.6408056609952484,4.5719968558776785,12.504514999999998,27.345407,39.849922,4.0
2,65,1,2,399,12.236705641489266,9,0,0.012894992443324689,1.5808048354009765,4.519706056677776,12.052775,28.838373,40.891148,5.0
