model_id,event_id,node_type,node_id,timesteps,oscillation_score,direction_changes,peaks_troughs,mean_curvature,normalized_tv,std_dev,value_range,min_value,max_value,rank
1,5,1,12,147,5.648322964585612,9,2,0.01587344827586439,3.526838683027932,0.3972354426292254,1.4041300000000092,295.10687,296.511,1.0
1,5,1,0,147,5.539969934926075,9,0,0.014803448275859738,3.5527528947409497,0.36964959473669173,1.297179999999969,292.22046,293.51764,2.0
1,5,1,11,147,5.425701173094376,9,1,0.014225310344828938,3.455128006206362,0.3634972467839208,1.2889999999999873,292.94324,294.23224,3.0
1,5,1,4,147,5.289600382405785,9,4,0.009219517241378667,3.964906823898413,0.22738385181297777,0.7394600000000082,310.3845,311.12396,4.0
1,5,1,2,147,4.932947001195866,11,2,0.009260413793100693,3.343150026695243,0.2683762078480427,0.9364999999999668,310.1879,311.1244,5.0
1,5,2,2960,147,6.9475810233900575,28,12,0.006483406856142241,5.59935593862474,0.04482732137437643,0.161102294921875,300.982666015625,301.1437683105469,1.0
1,5,2,961,147,6.879218348409392,17,8,0.004736328125,5.9834376150165625,0.03734556730848558,0.16583251953125,300.90142822265625,301.0672607421875,2.0
1,5,2,1765,147,6.846309922695773,29,11,0.006106672615840517,5.3517448083922075,0.03847171845779001,0.142547607421875,344.0043029785156,344.1468505859375,3.0
1,5,2,1696,147,6.6458113541156445,29,11,0.00614013671875,5.145275919732441,0.04086113202899248,0.14599609375,344.00439453125,344.150390625,4.0
1,5,2,2853,147,6.317894110045395,29,8,0.005763402478448276,5.004542504866969,0.052331831608198216,0.1881103515625,343.3723449707031,343.5604553222656,5.0
1,8,1,9,387,12.975145085870023,51,25,0.02119345454545492,11.044720000000174,0.20975696204087566,0.75,312.25,313.0,1.0
1,8,1,12,387,9.79138333590866,15,2,0.01503625974025938,7.272809494396775,0.5020658624161429,1.8132800000000202,295.00772,296.821,2.0
1,8,1,0,387,9.683613904983961,17,2,0.013762363636364579,7.333946989685852,0.46441715043376686,1.667599999999993,292.1361,293.8037,3.0
1,8,1,11,387,9.565787025230462,17,2,0.013847012987013706,7.1878146730953665,0.4620926169749136,1.688259999999957,292.84604,294.5343,4.0
1,8,1,4,387,9.53495077640912,17,5,0.008867948051948446,8.106672295420404,0.27443397806193365,0.9001400000000217,310.3845,311.28464,5.0
1,8,2,2854,387,12.933353522041715,37,13,0.010227114194399351,11.89619130572492,0.10161998095590986,0.385406494140625,342.86041259765625,343.2458190917969,1.0
1,8,2,563,387,12.511485997773727,31,8,0.008404303216314935,11.69695103172159,0.06314610088685595,0.297271728515625,298.94952392578125,299.2467956542969,2.0
1,8,2,3412,387,11.761149873235864,43,12,0.0029814484831574674,10.975397973950797,0.029607877072693713,0.105438232421875,298.8681640625,298.9736022949219,3.0
1,8,2,2872,387,11.13626961010409,33,11,0.005787559608360389,10.313733638063578,0.08385421411201584,0.29376220703125,342.9525146484375,343.24627685546875,4.0
1,8,2,2960,387,11.059393064413687,43,14,0.006376350700081169,10.139294242504644,0.054107099314725605,0.23004150390625,300.9537658691406,301.1838073730469,5.0
1,18,1,15,36,11.567249601446385,4,0,0.26295176470588233,1.2449218271972846,2.8637202698194764,6.455569999999966,297.59973,304.0553,1.0
1,18,1,12,36,9.981803656189122,4,0,0.19555088235294454,1.1589854308067993,2.424788173583161,5.479370000000017,295.1506,300.62997,2.0
1,18,1,9,36,8.02139544279106,3,0,0.1116185294117713,1.4188708174602336,1.6705148666512128,4.239350000000002,312.35632,316.59567,3.0
1,18,1,14,36,7.863462172232891,4,0,0.15009058823529678,1.1535497964452543,1.837569322478865,4.028399999999976,297.2893,301.3177,4.0
1,18,1,11,36,7.859180066518635,4,0,0.1280126470588243,1.1938228349642184,1.7581869213779762,4.078570000000013,292.985,297.06357,5.0
1,18,2,3241,36,8.021503511066076,3,0,0.11146365894990809,1.418904813665714,1.6705227563380942,4.239410400390625,312.3563232421875,316.5957336425781,1.0
1,18,2,3240,36,7.844817833044617,3,0,0.10991085276884191,1.4336579450515932,1.6208545492140092,4.102081298828125,312.50439453125,316.6064758300781,2.0
1,18,2,3132,36,7.829060613491244,3,0,0.10435306324678309,1.4324529255655252,1.6069412350307013,4.105255126953125,312.4971618652344,316.6024169921875,3.0
1,18,2,3131,36,7.827646138413284,3,0,0.10654225068933823,1.4331444484984772,1.610416871889828,4.098419189453125,312.5034484863281,316.60186767578125,4.0
1,18,2,2440,36,6.517445840882238,5,0,0.07804691090303309,1.61034777532213,1.068112452415261,2.9273681640625,313.6748962402344,316.6022644042969,5.0
1,22,1,12,39,5.911098618420736,2,1,0.07630027027026834,1.875471350714373,0.7881129635249823,2.715599999999995,295.1227,297.8383,1.0
1,22,1,11,39,5.4791411883637515,2,1,0.06966621621621943,1.8712587823199665,0.7461600244082884,2.469449999999995,292.95847,295.42792,2.0
1,22,1,15,39,5.276036539145641,2,1,0.11251216216216126,1.869856227293811,0.5371602619992788,2.391969999999958,297.5733,299.96527,3.0
1,22,1,0,39,5.193003299634065,2,0,0.057582162162166675,1.8705358953901976,0.713368528231475,2.218530000000044,292.2331,294.45163,4.0
1,22,1,2,39,4.3739367149006965,4,1,0.029709189189186358,1.7472552316627392,0.4636043513129937,1.4154199999999832,310.20648,311.6219,5.0
1,22,2,2835,39,5.9195253096242055,6,5,0.0829822437183277,3.3477689210288437,0.2549240065966402,0.74273681640625,342.87249755859375,343.615234375,1.0
1,22,2,2836,39,5.465506003029611,4,3,0.09499957110430743,1.9202715968586388,0.6233539152811722,1.865234375,341.19970703125,343.06494140625,2.0
1,22,2,2816,39,5.411930528681579,6,5,0.06504863017314189,2.1290505453638406,0.4857686883650511,1.345794677734375,340.01239013671875,341.3581848144531,3.0
1,22,2,2853,39,5.055002460712077,8,8,0.02073298273859797,2.8084399606299213,0.0831440600513891,0.248046875,343.3747253417969,343.6227722167969,4.0
1,22,2,2800,39,4.7198124783225435,10,4,0.03703184385557432,2.3932924577085024,0.1271443898687219,0.413116455078125,329.37469482421875,329.7878112792969,5.0
1,26,1,15,36,10.636470325473772,1,0,0.1156361764705861,1.0569191128963162,2.6885687683813204,6.423149999999964,297.59113,304.01428,1.0
1,26,1,12,36,9.230064301435265,1,0,0.10465294117647057,1.0575257698205247,2.2626964521825177,5.4977100000000405,295.14133,300.63904,2.0
1,26,1,9,36,7.559882719060525,1,0,0.1038652941176478,1.3803748140129304,1.6646405223573995,4.119910000000004,312.34866,316.46857,3.0
1,26,1,11,36,7.218593850907441,1,0,0.06352676470589479,1.0990886310544659,1.6545072884874295,4.122369999999989,292.97617,297.09854,4.0
1,26,1,14,36,7.141287175501474,1,0,0.08657617647059578,1.0595744786028245,1.6877248129810993,4.045860000000005,297.28687,301.33273,5.0
1,26,2,3241,36,7.559677987914861,1,0,0.10462233599494486,1.380141780928465,1.6647946857834435,4.119781494140625,312.3486633300781,316.46844482421875,1.0
1,26,2,3240,36,7.371159561889935,1,0,0.1024322509765625,1.3926475558423204,1.6148828306127763,3.9730224609375,312.50152587890625,316.47454833984375,2.0
1,26,2,3132,36,7.362044841591303,1,0,0.10195563821231618,1.3917596105936914,1.6021668542111664,3.981170654296875,312.4919738769531,316.47314453125,3.0
1,26,2,3131,36,7.358550797410696,1,0,0.10139106301700368,1.3922915034486996,1.6049885850514243,3.97320556640625,312.4995422363281,316.4727478027344,4.0
1,26,2,2440,36,6.36256423369997,5,0,0.06417397891773897,1.595035817244693,1.060787090274253,2.794677734375,313.677734375,316.472412109375,5.0
1,29,1,15,39,11.341398333021033,2,0,0.3959486486486458,2.1810410319154916,2.179668256247155,6.25245000000001,297.5801,303.83255,1.0
1,29,1,12,39,9.958231383175338,2,0,0.32012027027026857,2.0498509071854807,1.9471546066809566,5.30541999999997,295.12936,300.43478,2.0
1,29,1,14,39,8.460242215677127,2,0,0.36292621621621923,2.5347020592884917,1.4270565825789034,3.8712400000000002,297.2833,301.15454,3.0
1,29,1,13,39,7.93892412077618,2,0,0.3272848648648674,2.525185478846902,1.2905633289061396,3.531400000000019,297.63327,301.16467,4.0
1,29,1,11,39,7.5541839980968515,2,0,0.15780162162161868,1.7462763065931457,1.4356450948815058,3.8630999999999744,292.96472,296.82782,5.0
1,29,2,3241,39,6.634080166550302,2,0,0.08423263962204391,1.3043195280897024,1.2280011016040733,3.704193115234375,312.3404235839844,316.04461669921875,1.0
1,29,2,3240,39,6.436937541723226,2,0,0.08367837441934121,1.3141064213874323,1.1786467731856425,3.55010986328125,312.4972229003906,316.0473327636719,2.0
1,29,2,3132,39,6.433156714094427,2,0,0.08296987172719594,1.3138975787443754,1.167795185916621,3.560638427734375,312.48687744140625,316.0475158691406,3.0
1,29,2,3131,39,6.429768617227548,2,0,0.08343670819256757,1.315989378797123,1.1702412951078927,3.551361083984375,312.4947204589844,316.04608154296875,4.0
1,29,2,2440,39,5.414403394737856,6,1,0.06531009158572636,1.5097102382485512,0.6559540082245383,2.36968994140625,313.6772155761719,316.0469055175781,5.0
1,31,1,12,39,4.840428064918387,4,2,0.047858648648653995,1.230376391508684,0.7779876220847948,2.2107300000000123,295.11887,297.3296,1.0
1,31,1,11,39,4.7912053333551095,4,2,0.05005648648648583,1.2701822404611753,0.7414592839879812,2.1614299999999957,292.95477,295.1162,2.0
1,31,1,0,39,4.60648316234896,4,2,0.04331648648648807,1.2253264232445809,0.725112727272156,2.0395299999999565,292.23,294.26953,3.0
1,31,1,2,39,3.763105684816069,5,4,0.0290410810810828,1.2198286740798086,0.47224721541691744,1.3471399999999676,310.1983,311.54544,4.0
1,31,1,4,39,3.6878727708913903,5,4,0.028999459459458723,1.2533515070998438,0.4184789729109104,1.159179999999992,310.38452,311.5437,5.0
1,31,2,2835,39,4.614692163142107,5,3,0.05745305241765203,2.442730114905193,0.273561321833219,0.751617431640625,342.8684997558594,343.6201171875,1.0
1,31,2,2836,39,4.549093530833231,4,1,0.053244925834037164,1.338419555052665,0.6299916628018395,1.834014892578125,341.1883544921875,343.0223693847656,2.0
1,31,2,3272,39,4.506982931315761,6,6,0.00877834010768581,2.869310248533929,0.032362723997625034,0.109283447265625,299.0672302246094,299.176513671875,3.0
1,31,2,2816,39,4.48713885249265,5,3,0.040559510926942564,1.4655122071738202,0.5112665680637187,1.358734130859375,340.0042419433594,341.36297607421875,4.0
